"Scan Results","07/23/2026 at 05:16:48 (GMT-0300)"
"UNIPAMPA",,,,,"Brazil",
"Beatriz Roland Machado","unpam3br","Manager"

"Launch Date","Active Hosts","Total Hosts","Type","Status","Reference","Scanner Appliance","Duration","Scan Title","Asset Groups","IPs","Excluded IPs","Option Profile","FQDN"
"07/23/2026 at 04:17:46 (GMT-0300)","26","26","On-demand (default option profile)","Finished","scan/1784791066.29847","mulita-5080 (Scanner 15.2.5-1, Vulnerability Signatures 2.6.659-4)","00:36:47","VulnLab",,"172.30.1.1, 172.30.2.2, 172.30.4.1, 172.30.6.3-172.30.6.4, 172.30.7.1, 172.30.9.1-172.30.9.3, 172.30.14.1-172.30.14.2, 172.30.14.4-172.30.14.5, 172.30.15.1-172.30.15.2, 172.30.30.1, 172.30.40.7-172.30.40.8, 172.30.44.1-172.30.44.2, 172.31.1.1, 172.31.1.3, 172.31.1.5, 172.31.1.50, 172.31.1.96-172.31.1.97",,"Qualys Recommended Option Profile",

"IP","DNS","NetBIOS","OS","IP Status","QID","Title","Type","Severity","Port","Protocol","FQDN","SSL","CVE ID","Vendor Reference","Bugtraq ID","Threat","Impact","Solution","Exploitability","Associated Malware","Results","PCI Vuln","Instance","OS CPE","Category","Result Errors","Result Debug"
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","87133","Apache HTTP Server Prior to 2.2.23/2.4.2 Multiple Vulnerabilities","Practice","3",,,,,"CVE-2012-2687, CVE-2012-0883","Apache","53046, 55131","Apache HTTP Server is an HTTP web server application.
 
Apache server is affected by multiple issues: 
  Insecure LD_LIBRARY_PATH handling
  Cross-site scripting in mod_negotiation when untrusted uploads are supported

Affected Versions: 
Apache HTTP Server prior to version 2.2.23 
Apache HTTP Server prior to version 2.4.2","Successful exploitation may lead to execution of arbitrary code on the system within the context of the affected applications.","These vulnerabilities have been patched in Apache. Refer to Apache httpd 2.2 Security Vulnerabilities (http://httpd.apache.org/security/vulnerabilities_22.html) and Apache httpd 2.4 Security Vulnerabilities (http://httpd.apache.org/security/vulnerabilities_24.html)
 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache  (Apache HTTP Server) (http://httpd.apache.org/download.cgi)",,,"QID 87133 detected on port 443  - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html> 

QID 87133 detected on port 80  - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"Web server",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","87322","Apache httpd Server ap_get_basic_auth_pw() Authentication Bypass Vulnerability","Practice","3",,,,,"CVE-2017-3167, CVE-2017-3169","Apache httpd 2.4.26","99135","Apache Web Server is an open-source web server. 
The use of the ap_get_basic_auth_pw() by third-party modules outside of the authentication phase may lead to authentication requirements being bypassed in vulnerable Apache httpd versions. 
Affected Versions: 
Apache httpd 2.2.x before 2.2.33 
Apache httpd 2.4.x before 2.4.26 
QID Detection Logic: 
The remote detection reviews the Apache version from the banner of the HTTP Server. 
The authenticated detections reviews Apache version from the command ""httpd -v"".","Successful exploitation allows remote attackers to bypass authentication and access sensitive information.","Customers are advised to upgrade to Apache httpd 2.2.33, 2.4.26 (https://httpd.apache.org/download.cgi) or later versions to remediate this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache httpd 2.2.33, 2.4.26 or later (https://httpd.apache.org/download.cgi)",,,"Vulnerable version of Apache HTTP Server detected on port 443 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html> 

Vulnerable version of Apache HTTP Server detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"Web server",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","86172","Apache HTTP Server Prior to 2.4.16/2.2.31 Multiple Vulnerabilities","Practice","3","80","tcp",,,"CVE-2015-0228, CVE-2015-0253, CVE-2015-3183, CVE-2015-3185","Apache 2.2.31, Apache 2.4.16","91787, 75963, 75965, 73041, 75964","Apache HTTP Server is an HTTP web server application.
 
Apache HTTP Server is exposed to following vulnerabilities:
  
-  Crash in ErrorDocument 400 handling (CVE-2015-0253).
-  HTTP request smuggling attack against chunked request parser (CVE-2015-3183).
-  ap_some_auth_required API unusable (CVE-2015-3185).
-  Crash in websockets PING handling (CVE-2015-0228)
Affected Versions: 
Apache HTTP Server versions 2.4.x prior to 2.4.16 are affected.
Apache HTTP Server versions 2.2.x prior to 2.2.31 are affected.","Successfully exploiting these vulnerabilities might allow a remote attacker to bypass intended access restrictions or cause denial of service.","These vulnerabilities have been patched in Apache. Refer to Apache httpd 2.4.16 Changelog (http://httpd.apache.org/security/vulnerabilities_24.html) and Apache httpd 2.2.31 Changelog (http://httpd.apache.org/security/vulnerabilities_22.html) or your Linux distro for further details. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache 2.4.16/2.2.31: Apache (http://httpd.apache.org/download.cgi)",,,"QID 86172 detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","no",,,"Web server",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","86847","Apache Partial HTTP Request Denial of Service Vulnerability - Zero Day","Practice","3","80","tcp",,,"CVE-2007-6750",,"21865","The Apache HTTP Server, commonly referred to as Apache is a freely available Web server.
 
Apache is vulnerable to a denial of service due to holding a connection open for partial HTTP requests. 
 
Apache Versions 1.x and 2.x are vulnerable.","A remote attacker can cause a denial of service against the Web server which would prevent legitimate users from accessing the site. 
Denial of service tools and scripts such as Slowloris takes advantage of this vulnerability.","Patch - 
There are no vendor-supplied patches available at this time.
 




Workaround: - Server-specific recommendations can be found here (https://community.qualys.com/blogs/securitylabs/2011/11/02/how-to-protect-against-slow-http-attacks). 
- Countermeasures for Apache are described here (http://httpd.apache.org/docs/trunk/misc/security_tips.htmldos). 
- Reverse proxies, load balancers and iptables can help to prevent this attack from occurring. 
- Adjusting the TimeOut Directive (http://httpd.apache.org/docs/2.2/mod/core.htmltimeout) can also prevent this attack from occurring. 
- A new module mod_reqtimeout (http://httpd.apache.org/docs/2.2/mod/mod_reqtimeout.html) has been introduced since Apache 2.2.15 to provide tools for mitigation against these forms of attack.
 
Also refer to Cert Blog (http://www.cert.org/blogs/certcc/2009/07/slowloris_vs_your_webserver.html) and Slowloris and Mitigations for Apache document (http://bedagainstthewall.blogspot.com/2011/01/slowloris-and-mitigations-for-apache.html) for further information.","Source: Metasploit
Reference:CVE-2007-6750
Description:Slowloris Denial of Service Attack - Metasploit Ref : /modules/auxiliary/dos/http/slowloris
Link:https://github.com/rapid7/metasploit-framework/blob/master//modules/auxiliary/dos/http/slowloris.py
Reference:CVE-2007-6750
Description:Slowloris Denial of Service Attack - Metasploit Ref : /modules/auxiliary/scanner/http/influxdb_enum
Link:https://github.com/rapid7/metasploit-framework/blob/master//modules/auxiliary/dos/http/slowloris.py
Reference:CVE-2007-6750
Description:Slowloris Denial of Service Attack - Metasploit Ref : /modules/exploit/linux/http/zenoss_showdaemonxmlconfig_exec
Link:https://github.com/rapid7/metasploit-framework/blob/master//modules/auxiliary/dos/http/slowloris.py

Source: metasploit
Reference:CVE-2007-6750
Description:Slowloris Denial of Service Attack
Link:https://raw.githubusercontent.com/rapid7/metasploit-framework/master/modules/auxiliary/dos/http/slowloris.py

Source: github-exploits
Reference:CVE-2007-6750
Description:Jeanpseven/slowl0ris exploit repository
Link:https://github.com/Jeanpseven/slowl0ris
Reference:CVE-2007-6750
Description:sarjanpatel22/siem-threat-detection-lab exploit repository
Link:https://github.com/sarjanpatel22/siem-threat-detection-lab",,"QID: 86847 detected on port 80 over TCP - Apache 2.0","no",,,"Web server",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","87156","Apache Prior to 2.4.4 and 2.2.24 Multiple Vulnerabilities","Practice","3","80","tcp",,,"CVE-2012-3499, CVE-2012-4558","Apache httpd 2.2 Vulnerabilities, Apache httpd 2.4 Vulnerabilities","58165, 64758","Apache HTTP Server is an HTTP web server application.
 
Apache HTTP Server is prone to multiple cross-site scripting vulnerabilities because it fails to properly sanitize user-supplied input. 
 
- Various XSS flaws exist due to unescaped hostnames and URIs HTML output in mod_info, mod_status, mod_imagemap, mod_ldap, and mod_proxy_ftp.
 
- A XSS flaw affects the mod_proxy_balancer manager interface.
 
Affected Versions: 
Apache HTTP Server prior to 2.4.4 
Apache HTTP Server prior to 2.2.24","An attacker may leverage these issues to execute arbitrary HTML and script code in the browser of an unsuspecting user in the context of the affected site. This may let the attacker launch additional attacks.","These vulnerabilities have been patched in Apache 2.2.24 and 2.4.4. Refer to Apache httpd 2.4.4 Changelog (http://httpd.apache.org/security/vulnerabilities_24.html) and Apache httpd 2.2.24 Changelog (http://httpd.apache.org/security/vulnerabilities_22.html).
 
Ubuntu users refer to Ubuntu advisory USN-1765-1 (http://www.ubuntu.com/usn/usn-1765-1/) for affected packages and patching details, or update with your package manager. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache 2.2.24 (Apache HTTP Server 2.2.24) (http://httpd.apache.org/download.cgi)  Apache 2.4.4 (Apache HTTP Server 2.4.4) (http://httpd.apache.org/download.cgi)",,,"QID 87156 detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"Web server",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","87233","Apache HTTP Server Prior to 2.2.25 Multiple Vulnerabilities","Practice","3","80","tcp",,,"CVE-2013-1896, CVE-2013-1862","Apache 2.2.25","64758, 59826, 61129","Apache HTTP Server is an HTTP web server application.
 
 Apache HTTP Server versons before to 2.2.25 are exposed to following vulnerabilities:
mod_rewrite.c in the mod_rewrite module in the Apache HTTP Server 2.2.x before 2.2.25 writes data to a log file without sanitizing non-printable characters, which might allow remote attackers to execute arbitrary commands via an HTTP request containing an escape sequence for a terminal emulator (CVE-2013-1862).
 
mod_dav.c in the Apache HTTP Server versions before 2.2.25 do not properly determine whether DAV is enabled for a URI, which allows remote attackers to cause a denial of service (segmentation fault) via a MERGE request in which the URI is configured for handling by the mod_dav_svn module, but a certain href attribute in XML data refers to a non-DAV URI (CVE-2013-1896).","Successfully exploiting these vulnerabilities might allow a remote attacker to execute code or cause denial of service.","These vulnerabilities have been patched in Apache 2.2.25. Refer to Apache httpd 2.2.25 Changelog (http://apache.tradebit.com/pub//httpd/CHANGES_2.2.25).
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache 2.2.25 (http://httpd.apache.org/download.cgi)","Source: nvd
Reference:CVE-2013-1896
Description:mod_dav.c in the Apache HTTP Server before 2.2.25 does not properly determine whether DAV is enabled for a URI, which allows remote attackers to cause a denial of service (segmentation fault) via a MERGE request in which the URI is configured for handling by the mod_dav_svn module, but a certain href attribute in XML data refers to a non-DAV URI.
Link:http://svn.apache.org/viewvc/httpd/httpd/trunk/modules/dav/main/mod_dav.c?r1=1482522&r2=1485668&diff_format=h

Source: nist-nvd2
Reference:CVE-2013-1896
Description:mod_dav.c in the Apache HTTP Server before 2.2.25 does not properly determine whether DAV is enabled for a URI, which allows remote attackers to cause a denial of service (segmentation fault) via a MERGE request in which the URI is configured for handling by the mod_dav_svn module, but a certain href attribute in XML data refers to a non-DAV URI.
Link:http://svn.apache.org/viewvc/httpd/httpd/trunk/modules/dav/main/mod_dav.c?r1=1482522&r2=1485668&diff_format=h",,"QID 87233 detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"Web server",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","730846","Apache HTTP Server CRLF Injection Vulnerability (CVE-2016-4975)","Practice","3","80","tcp",,,"CVE-2016-4975","Apache HTTP Server 2.2.32, Apache HTTP Server 2.4.25",,"Apache HTTP Server is an HTTP web server application. 

Affected Versions: 
Apache HTTP Server versions 2.4.1-2.4.23 
Apache HTTP Server versions 2.2.0-2.2.31 

QID Detection Logic:(Unauthenticated) 
This QID checks for server banner to detect if the target is running vulnerable version of apache httpd.","Successful exploitation of this vulnerability may allow an attacker to launch HTTP response splitting attacks for sites which use mod_userdir.","Customers are advised to update latest Apache httpd 2.4.25 and 2.2.32 for 2.4.x and 2.2.x versions respectively. 
For more information, visit here (https://httpd.apache.org/security/vulnerabilities_24.html). 
For more information, visit here (https://httpd.apache.org/security/vulnerabilities_22.html).
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache HTTP Server 2.4.25 (https://httpd.apache.org/security/vulnerabilities_24.htmlCVE-2016-4975)  Apache HTTP Server 2.2.32 (https://httpd.apache.org/security/vulnerabilities_22.htmlCVE-2016-4975)","Source: nuclei-templates
Reference:CVE-2016-4975
Description:Apache mod_userdir CRLF injection
Link:https://raw.githubusercontent.com/projectdiscovery/nuclei-templates/main/http/cves/2016/CVE-2016-4975.yaml",,"Vulnerable Apache HTTP Server detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"CGI",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","731355","Apache Hypertext Transfer Protocol Server (HTTP Server) Multiple Security Vulnerabilities (CVE-2023-38709, CVE-2024-24795)","Practice","3","80","tcp",,,"CVE-2023-38709, CVE-2024-24795","Apache_http_server",,"Apache HTTP Server is an HTTP web server application. 

CVE-2023-38709: Faulty input validation in the core of Apache allows malicious or exploitable backend/content generators to split HTTP responses. 
CVE-2024-24795: HTTP Response splitting in multiple modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend applications to cause an HTTP desynchronization attack.  

Affected Versions: 
Apache HTTP Server versions prior to 2.4.59 

QID Detection Logic:(Unauthenticated) 
This QID checks for server banner to detect if the target is running vulnerable version of apache httpd.","Successful exploitation of this vulnerability may result in the breach of Confidentiality, Integrity, and Availability of data.","Customers are advised to update the latest Apache versions respectively. 
For more information, visit here (https://httpd.apache.org/security/vulnerabilities_24.html). 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache HTTP Server (https://httpd.apache.org/security/vulnerabilities_24.html)","Source: github-exploits
Reference:CVE-2023-38709
Description:mrmtwoj/apache-vulnerability-testing exploit repository
Link:https://github.com/mrmtwoj/apache-vulnerability-testing",,"Vulnerable Apache HTTP Server detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"CGI",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","732749","Apache Hypertext Transfer Protocol Server (HTTP Server) Prior to 2.4.64 Security Vulnerabilities (CVE-2025-49812)","Practice","3","80","tcp",,,"CVE-2025-49812","Apache_HTTP_Server_2.4.64",,"Apache HTTP Server is an HTTP web server application. 

CVE-2025-49812:  Apache HTTP Server: mod_ssl TLS upgrade attack 


Affected Versions: 
Apache httpd 2.4.x before 2.4.64 

QID Detection Logic: 
The remote detection reviews the Apache version from the banner of the HTTP Server. 
The authenticated detections reviews Apache version from the command ""httpd -v"". 
Note: Detection is made practice as it checks for server banners only","Successful exploitation of this vulnerability may compromise the confidentiality, integrity, or availability of the data.","Customers are advised to update latest Apache httpd 
For more information please refer to Apachehttpserver (https://httpd.apache.org/security/vulnerabilities_24.html) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache HTTP Server (https://httpd.apache.org/security/vulnerabilities_24.html)",,,"Vulnerable Apache HTTP Server detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"CGI",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","733481","Apache Hypertext Transfer Protocol Server (HTTP Server) Prior to 2.4.66 Security Vulnerabilities","Practice","3","80","tcp",,,"CVE-2025-59775","Apache_HTTP_Server_2.4.66",,"Apache HTTP Server is an HTTP web server application. 

CVE-2025-59775:  Apache HTTP Server: NTLM Leakage on Windows through UNC SSRF 


Affected Versions: 
Apache httpd 2.4.x before 2.4.66 

QID Detection Logic: 
The remote detection reviews the Apache version from the banner of the HTTP Server. 
The authenticated detections reviews Apache version from the command ""httpd -v"". 
Note: Detection is made practice as it checks for server banners only","Successful exploitation of this vulnerability may compromise the confidentiality, integrity, or availability of the data.","Customers are advised to update latest Apache httpd 
For more information please refer to Apachehttpserver (https://httpd.apache.org/security/vulnerabilities_24.html) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache HTTP Server (https://httpd.apache.org/security/vulnerabilities_24.html)",,,"Vulnerable Apache HTTP Server detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"CGI",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","733485","Apache Hypertext Transfer Protocol Server (HTTP Server) Prior to 2.4.66 Security Vulnerabilities","Practice","3","80","tcp",,,"CVE-2025-58098","Apache_HTTP_Server_2.4.66",,"Apache HTTP Server is an HTTP web server application. 

CVE-2025-58098:  Apache HTTP Server: Server Side Includes adds query string to exec cmd=... 


Affected Versions: 
Apache httpd 2.4.x before 2.4.66 

QID Detection Logic: 
The remote detection reviews the Apache version from the banner of the HTTP Server. 
The authenticated detections reviews Apache version from the command ""httpd -v"". 
Note: Detection is made practice as it checks for server banners only","Successful exploitation of this vulnerability may compromise the confidentiality, integrity, or availability of the data.","Customers are advised to update latest Apache httpd 
For more information please refer to Apachehttpserver (https://httpd.apache.org/security/vulnerabilities_24.html) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache HTTP Server (https://httpd.apache.org/security/vulnerabilities_24.html)","Source: github-exploits
Reference:CVE-2025-58098
Description:dhmosfunk/CVE-2025-58098 exploit repository
Link:https://github.com/dhmosfunk/CVE-2025-58098",,"Vulnerable Apache HTTP Server detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"CGI",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","734385","Apache Hypertext Transfer Protocol Server (HTTP Server) Prior to 2.4.68 Security Vulnerabilities (CVE-2026-42535)","Practice","3","80","tcp",,,"CVE-2026-42535","Apache_HTTP_Server_2.4.68",,"Apache HTTP Server is an HTTP web server application. 

CVE-2026-42535:  mod_dav_fs protected directory access 


Affected Versions: 
Apache httpd 2.4.x before 2.4.68 

QID Detection Logic: 
The remote detection reviews the Apache version from the banner of the HTTP Server. 
The authenticated detections reviews Apache version from the command ""httpd -v"". 
Note: Detection is made practice as it checks for server banners only","Successful exploitation of this vulnerability may compromise the confidentiality, integrity, or availability of the data.","Customers are advised to update latest Apache httpd 
For more information please refer to Apachehttpserver (https://httpd.apache.org/security/vulnerabilities_24.html) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache HTTP Server (https://httpd.apache.org/security/vulnerabilities_24.html)",,,"Vulnerable Apache HTTP Server detected on port 80 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","yes",,,"CGI",,
"172.30.40.8","heartbleed-lab.labvulnerabilities_vulnnet",,,"host scanned, found vuln","86172","Apache HTTP Server Prior to 2.4.16/2.2.31 Multiple Vulnerabilities","Practice","3","443","tcp",,,"CVE-2015-0228, CVE-2015-0253, CVE-2015-3183, CVE-2015-3185","Apache 2.2.31, Apache 2.4.16","91787, 75963, 75965, 73041, 75964","Apache HTTP Server is an HTTP web server application.
 
Apache HTTP Server is exposed to following vulnerabilities:
  
-  Crash in ErrorDocument 400 handling (CVE-2015-0253).
-  HTTP request smuggling attack against chunked request parser (CVE-2015-3183).
-  ap_some_auth_required API unusable (CVE-2015-3185).
-  Crash in websockets PING handling (CVE-2015-0228)
Affected Versions: 
Apache HTTP Server versions 2.4.x prior to 2.4.16 are affected.
Apache HTTP Server versions 2.2.x prior to 2.2.31 are affected.","Successfully exploiting these vulnerabilities might allow a remote attacker to bypass intended access restrictions or cause denial of service.","These vulnerabilities have been patched in Apache. Refer to Apache httpd 2.4.16 Changelog (http://httpd.apache.org/security/vulnerabilities_24.html) and Apache httpd 2.2.31 Changelog (http://httpd.apache.org/security/vulnerabilities_22.html) or your Linux distro for further details. 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Apache 2.4.16/2.2.31: Apache (http://httpd.apache.org/download.cgi)",,,"QID 86172 detected on port 443 - 
Date: Thu, 23 Jul 2026 07:21:23 GMT
Server: Apache/2.2.22 (Debian)
Last-Modified: Thu, 23 Jul 2026 06:57:52 GMT
ETag: ""cc1c4a-ab-65741c658cff5""
Accept-Ranges: bytes
Content-Length: 171
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

<html>
<head><title>Vulnerables | HeartBleed</title></head>
<body>
 This host is vulnerable to heartbleed, please exploit it 
</body>
</html>","no",,,"Web server",,
